timestamp,identity,result,source,recognized,avg_identity_score,avg_spoof_score,is_real,accepted,frames_with_detections,capture_duration
2025-11-15T12:03:41.271008+00:00,Faisal,Accepted,0,True,1.0,0.9462538957595825,True,True,3,1.218539279999277
2025-11-15T17:15:32.183085+00:00,Faisal,Rejected,0,True,1.0,0.8644312620162964,False,False,2,0.8543801840023661
